Comparison,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,AUC_Mean,AUC_Std,Sensitivity_Mean,Sensitivity_Std,Specificity_Mean,Specificity_Std,F1-score_Mean,F1-score_Std
NC vs MCI,Before Scaling,NeuralNet,0.45577755577755574,0.07373021427531291,0.5056731864482505,0.046570273797290083,0.33902173913043476,0.23808302949390842,0.6434212617193708,0.2388276249114248,0.3938309930637175,0.22536697721759122
NC vs MCI,Before Scaling,KNN,0.6032634032634033,0.09013784500338402,0.603583350605803,0.11965109737709649,0.6953115942028986,0.08781518084099904,0.45362307325599865,0.1318626837341384,0.6844560914209771,0.07718851247703827
NC vs MCI,Before Scaling,RandomForest,0.6761571761571762,0.009369980861399611,0.7500607472761315,0.051627731617170665,0.9176666666666666,0.05617865846268197,0.28230573653265534,0.08667083660118129,0.7786418548291287,0.006029128420208594
NC vs MCI,Before Scaling,SVM,0.6812520812520813,0.0393542436569608,0.7567413470684012,0.042953023627137515,0.7713695652173913,0.03723137174491403,0.5354918163038296,0.10696532313786566,0.7507097285516148,0.02639689722289659
NC vs MCI,Before Scaling,LogisticRegression,0.6476190476190476,0.0387923234930214,0.7062577386421995,0.05321063253766077,0.7543550724637681,0.019381186296835207,0.4717463848720801,0.0934258958207038,0.7272655886664376,0.02284975353076309
NC vs MCI,After Scaling,NeuralNet,0.5234432234432235,0.08074059871763425,0.5682107068585524,0.07235663445189436,0.5462173913043478,0.26308979784415554,0.4982122993802638,0.2685451166000332,0.5602088823581851,0.15253601773797604
NC vs MCI,After Scaling,KNN,0.600932400932401,0.026705090376611583,0.6090237415854285,0.04515041078979892,0.7003115942028987,0.039387321038643036,0.4404258700143016,0.09418012769991423,0.6854962290638213,0.02122150623028901
NC vs MCI,After Scaling,RandomForest,0.6812520812520813,0.035996704492552836,0.7290600218324018,0.02743138192403427,0.9039275362318839,0.019868582095996585,0.31614492293023994,0.04561321884257668,0.7789628863313074,0.02638900118181064
NC vs MCI,After Scaling,SVM,0.6658008658008658,0.032308412393152026,0.7453947214180928,0.03237908884166708,0.7963985507246377,0.046958489849611894,0.45259017956459563,0.11152484096456688,0.7476348611536258,0.019451305102134806
NC vs MCI,After Scaling,LogisticRegression,0.6243756243756244,0.04372840884763096,0.697633736127328,0.0563435809244455,0.7505507246376812,0.05469025816701079,0.4160336882250119,0.08175643505886591,0.7127419453337145,0.03354308124771576
NC vs AD,Before Scaling,NeuralNet,0.5914893617021276,0.06092689814160151,0.49116544078995067,0.10937981483146858,0.43166740380362667,0.4009811775077219,0.6266869152353023,0.36346132767412986,0.360650406504065,0.26552999865128807
NC vs AD,Before Scaling,KNN,0.6382978723404256,0.07522412565814336,0.8270034763672275,0.060221115710475684,0.06651298963521335,0.0498397688588165,0.9856060606060606,0.020115027344472337,0.12076190476190476,0.08873047107875852
NC vs AD,Before Scaling,RandomForest,0.8042553191489361,0.04612656040144426,0.9245961819839366,0.03505877757726691,0.6081175605253544,0.14037549353936113,0.9338297723781596,0.041388667690052915,0.6964733433698951,0.06596501264378861
NC vs AD,Before Scaling,SVM,0.8851063829787235,0.028545548648933477,0.9499244833589099,0.030528916566236214,0.8063289617906658,0.06507242924435779,0.942163105711493,0.0507024150175575,0.840056925996205,0.03949698391094189
NC vs AD,Before Scaling,LogisticRegression,0.8468085106382978,0.0349610143088404,0.9248375629468253,0.04063184721434623,0.7641698555852547,0.10934540302148726,0.9078313084764698,0.05475045124286742,0.7874219272521479,0.04984856112504285
NC vs AD,After Scaling,NeuralNet,0.5702127659574469,0.0968026652432113,0.5671739780822105,0.09365298482874082,0.33214766455781397,0.2354622390183046,0.7392661639435834,0.17500784252077492,0.3307224147224147,0.1849429515186824
NC vs AD,After Scaling,KNN,0.676595744680851,0.05507310257678632,0.7980088564378824,0.04668976608942624,0.16648871218968136,0.03667377678260375,0.9868817204301076,0.017966966515445514,0.2788244766505636,0.056033557064238244
NC vs AD,After Scaling,RandomForest,0.8382978723404255,0.051240827994860814,0.9328433279537279,0.018397726453938442,0.661987529565602,0.13075781985830354,0.955581622678397,0.041851753070353104,0.7509230233368165,0.08226811748849254
NC vs AD,After Scaling,SVM,0.8808510638297872,0.0386508555842233,0.9513348805502592,0.030545001743341894,0.7994639732323136,0.0886084900361423,0.942163105711493,0.0507024150175575,0.8346743519139406,0.046297290360421454
NC vs AD,After Scaling,LogisticRegression,0.8680851063829786,0.04092634906738585,0.9380230228747048,0.03982520087703712,0.8118209526373479,0.11653077649639595,0.9154503560955174,0.05290139421110016,0.8199956894693738,0.052907206229615984
MCI vs AD,Before Scaling,NeuralNet,0.5017249417249416,0.1287462198863706,0.41350989453547377,0.15341322480219494,0.2924485125858124,0.41530942819722494,0.5537333030922265,0.3267937195979269,0.1890232558139535,0.19753746281602466
MCI vs AD,Before Scaling,KNN,0.7509557109557109,0.06926854941452201,0.626059648302874,0.11302669145210094,0.13125095347063312,0.11429458801302121,0.9836091942929756,0.017941102935130106,0.20914285714285713,0.15152527609957406
MCI vs AD,Before Scaling,RandomForest,0.7691841491841492,0.08278101151038131,0.7533037755120925,0.05257437873182192,0.15844393592677347,0.17345142486105794,1.0,0.0,0.24718481518481514,0.22027092770742077
MCI vs AD,Before Scaling,SVM,0.7568764568764569,0.07406482510454036,0.7592105011177992,0.06839981803457312,0.33768878718535467,0.17093545039870098,0.9169243786642799,0.021898017727501013,0.4154612561870626,0.16946514662428175
MCI vs AD,Before Scaling,LogisticRegression,0.7416783216783217,0.07783373508210677,0.7213261386363485,0.07224676252876859,0.46816170861937445,0.14710439692118066,0.8495424010985235,0.04240869374219598,0.4886912273482146,0.12932802023868029
MCI vs AD,After Scaling,NeuralNet,0.573986013986014,0.1102957789331647,0.4673356328842385,0.09254580173701925,0.2998932112890923,0.2608789706732032,0.6992903702521169,0.23052645550457018,0.24214285714285713,0.10683023173567684
MCI vs AD,After Scaling,KNN,0.7477389277389277,0.06731481107471854,0.6239590992444211,0.09898521420871959,0.23205186880244089,0.10583328727384896,0.9428580006125106,0.050879871932136306,0.3275802358560979,0.1386651985959938
MCI vs AD,After Scaling,RandomForest,0.7752447552447552,0.058454595231281783,0.7480043484993786,0.08444816537422949,0.1815255530129672,0.09634895656713753,0.996078431372549,0.008768894029410959,0.2939003025959548,0.12331810900250731
MCI vs AD,After Scaling,SVM,0.7689044289044289,0.07017141724487022,0.76007485937634,0.08295429645694632,0.33533180778032035,0.15044834262993131,0.9355216605669107,0.05489850537860444,0.43300660780720757,0.17130255525153992
MCI vs AD,After Scaling,LogisticRegression,0.7446620046620047,0.0899441648038408,0.7203457789767386,0.0811220339272848,0.42299771167048056,0.15883644031894795,0.8654144424080222,0.05396083534068519,0.46981298331298327,0.17509957591579917
